Hamming_Distance,Similarity_Strength,Train_Class,Train_Filename,Train_Path,Test_Class,Test_Filename,Test_Path
0,Very Strong,Malignant,1078.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1078.jpg,Malignant,5967.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5967.jpg
0,Very Strong,Malignant,1079.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1079.jpg,Malignant,5968.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5968.jpg
0,Very Strong,Malignant,1081.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1081.jpg,Malignant,5970.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5970.jpg
0,Very Strong,Malignant,1083.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1083.jpg,Malignant,5974.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5974.jpg
0,Very Strong,Malignant,1084.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1084.jpg,Malignant,5975.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5975.jpg
0,Very Strong,Malignant,39.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\39.jpg,Malignant,5976.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5976.jpg
0,Very Strong,Malignant,1086.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1086.jpg,Malignant,5978.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5978.jpg
0,Very Strong,Malignant,1087.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1087.jpg,Malignant,5979.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5979.jpg
0,Very Strong,Malignant,1088.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1088.jpg,Malignant,5980.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5980.jpg
0,Very Strong,Malignant,1089.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1089.jpg,Malignant,5982.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5982.jpg
0,Very Strong,Malignant,1094.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1094.jpg,Malignant,5988.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5988.jpg
0,Very Strong,Malignant,1096.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1096.jpg,Malignant,5990.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5990.jpg
0,Very Strong,Malignant,5350.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5350.jpg,Malignant,5990.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5990.jpg
0,Very Strong,Malignant,1099.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1099.jpg,Malignant,5994.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5994.jpg
0,Very Strong,Malignant,1100.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1100.jpg,Malignant,5995.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5995.jpg
0,Very Strong,Malignant,1101.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1101.jpg,Malignant,5996.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5996.jpg
0,Very Strong,Malignant,1103.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1103.jpg,Malignant,5997.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\5997.jpg
0,Very Strong,Malignant,1107.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1107.jpg,Malignant,6004.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6004.jpg
0,Very Strong,Malignant,1108.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1108.jpg,Malignant,6005.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6005.jpg
0,Very Strong,Malignant,40.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\40.jpg,Malignant,6016.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6016.jpg
0,Very Strong,Malignant,41.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\41.jpg,Malignant,6029.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6029.jpg
0,Very Strong,Malignant,42.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\42.jpg,Malignant,6042.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6042.jpg
0,Very Strong,Malignant,44.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\44.jpg,Malignant,6059.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6059.jpg
0,Very Strong,Malignant,45.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\45.jpg,Malignant,6061.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6061.jpg
0,Very Strong,Malignant,49.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\49.jpg,Malignant,6065.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6065.jpg
0,Very Strong,Malignant,50.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\50.jpg,Malignant,6066.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6066.jpg
0,Very Strong,Malignant,51.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\51.jpg,Malignant,6067.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6067.jpg
0,Very Strong,Malignant,52.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\52.jpg,Malignant,6068.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6068.jpg
0,Very Strong,Malignant,53.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\53.jpg,Malignant,6069.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6069.jpg
0,Very Strong,Malignant,54.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\54.jpg,Malignant,6072.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6072.jpg
0,Very Strong,Malignant,55.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\55.jpg,Malignant,6073.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6073.jpg
0,Very Strong,Malignant,56.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\56.jpg,Malignant,6074.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6074.jpg
0,Very Strong,Malignant,57.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\57.jpg,Malignant,6075.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6075.jpg
0,Very Strong,Malignant,1435.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1435.jpg,Malignant,6076.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6076.jpg
0,Very Strong,Malignant,59.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\59.jpg,Malignant,6077.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6077.jpg
0,Very Strong,Malignant,60.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\60.jpg,Malignant,6078.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6078.jpg
0,Very Strong,Malignant,62.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\62.jpg,Malignant,6080.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6080.jpg
0,Very Strong,Malignant,63.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\63.jpg,Malignant,6081.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6081.jpg
0,Very Strong,Malignant,64.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\64.jpg,Malignant,6084.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6084.jpg
0,Very Strong,Malignant,65.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\65.jpg,Malignant,6085.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6085.jpg
0,Very Strong,Malignant,66.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\66.jpg,Malignant,6086.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6086.jpg
0,Very Strong,Malignant,67.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\67.jpg,Malignant,6087.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6087.jpg
0,Very Strong,Malignant,68.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\68.jpg,Malignant,6088.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6088.jpg
0,Very Strong,Malignant,1436.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1436.jpg,Malignant,6089.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6089.jpg
0,Very Strong,Malignant,70.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\70.jpg,Malignant,6090.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6090.jpg
0,Very Strong,Malignant,71.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\71.jpg,Malignant,6091.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6091.jpg
0,Very Strong,Malignant,72.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\72.jpg,Malignant,6092.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6092.jpg
0,Very Strong,Malignant,73.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\73.jpg,Malignant,6094.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6094.jpg
0,Very Strong,Malignant,74.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\74.jpg,Malignant,6096.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6096.jpg
0,Very Strong,Malignant,75.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\75.jpg,Malignant,6097.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6097.jpg
0,Very Strong,Malignant,76.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\76.jpg,Malignant,6098.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6098.jpg
0,Very Strong,Malignant,77.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\77.jpg,Malignant,6099.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6099.jpg
0,Very Strong,Malignant,78.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\78.jpg,Malignant,6100.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6100.jpg
0,Very Strong,Malignant,79.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\79.jpg,Malignant,6101.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6101.jpg
0,Very Strong,Malignant,1437.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1437.jpg,Malignant,6102.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6102.jpg
0,Very Strong,Malignant,81.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\81.jpg,Malignant,6103.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6103.jpg
0,Very Strong,Malignant,82.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\82.jpg,Malignant,6105.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6105.jpg
0,Very Strong,Malignant,85.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\85.jpg,Malignant,6110.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6110.jpg
0,Very Strong,Malignant,86.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\86.jpg,Malignant,6111.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6111.jpg
0,Very Strong,Malignant,87.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\87.jpg,Malignant,6112.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6112.jpg
0,Very Strong,Malignant,88.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\88.jpg,Malignant,6113.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6113.jpg
0,Very Strong,Malignant,89.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\89.jpg,Malignant,6114.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6114.jpg
0,Very Strong,Malignant,90.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\90.jpg,Malignant,6116.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6116.jpg
0,Very Strong,Malignant,1438.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1438.jpg,Malignant,6117.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6117.jpg
0,Very Strong,Malignant,92.jpg,D:/university/summer 26/Data Mining/research project/archive\train\Malignant\92.jpg,Malignant,6118.jpg,D:/university/summer 26/Data Mining/research project/archive\test\Malignant\6118.jpg
