filepath,class,label
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6181.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5091.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6283.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\244.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3024.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5104.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2286.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3047.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2122.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5261.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2637.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\978.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4908.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4550.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5974.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4815.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3028.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5093.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3591.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\72.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1051.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\899.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3938.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3604.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2360.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5504.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3111.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4882.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4076.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3208.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3395.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5433.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2839.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4366.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4032.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\519.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2891.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1945.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\703.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1975.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4461.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1673.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1384.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6247.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4981.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2830.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1693.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3319.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2534.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\746.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2187.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3803.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2626.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2598.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\993.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2815.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2813.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\48.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1489.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2900.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1129.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4619.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1780.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3866.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4093.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5024.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1113.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5765.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3816.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3569.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1907.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2665.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4225.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\26.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2340.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4476.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3409.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1258.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1908.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3577.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1069.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2601.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4648.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4658.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3736.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4147.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5236.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2650.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2189.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1262.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2253.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1099.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1593.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2297.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5089.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2013.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5078.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\47.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1688.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4813.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2405.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2092.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1517.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2711.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4251.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3254.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4219.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3574.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2617.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5135.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4651.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4939.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4673.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1815.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3188.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2594.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\55.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1824.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2347.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4035.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5787.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5491.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\689.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1670.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\198.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3422.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4017.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\656.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2308.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5425.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4818.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6064.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4420.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\869.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1094.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1850.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2399.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\640.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1018.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\63.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4374.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\560.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3205.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4435.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\424.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4162.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2273.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\614.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3734.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\725.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3693.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4557.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1527.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3924.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1064.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5494.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1527.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3565.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4677.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4507.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1577.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\589.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3853.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5349.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5221.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2196.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5527.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\910.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5952.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\866.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1557.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\18.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1623.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3068.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2395.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2103.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3127.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1794.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3182.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4567.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3309.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3307.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3360.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5690.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1007.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5372.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1860.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5490.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1267.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1614.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4613.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2742.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1771.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2579.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4304.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3034.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5141.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\79.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\322.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3323.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2861.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\58.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6010.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5454.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3542.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4404.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6153.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5044.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5334.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4801.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\196.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4359.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5748.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3824.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\970.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\651.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2188.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2639.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1092.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1657.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2144.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5517.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4864.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\24.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4684.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4571.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1824.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\545.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4600.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2606.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\765.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\101.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4642.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3544.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5575.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1967.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1865.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\992.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4070.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\80.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3871.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5257.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1485.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3970.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1029.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1508.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1024.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3245.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2404.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\109.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3608.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1042.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\187.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\973.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\157.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5447.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\469.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4154.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3353.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\522.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4499.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1502.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3361.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2001.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2423.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1312.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2378.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5923.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3626.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5401.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2318.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\607.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3541.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\192.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2249.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1818.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5522.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4276.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4083.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6238.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4228.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\546.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5072.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3265.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5189.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\276.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3945.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4075.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3660.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1395.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4040.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3424.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2646.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5006.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1478.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\908.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2698.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4765.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1954.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3483.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3686.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1410.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4614.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1367.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2687.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4057.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1478.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4760.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2718.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1519.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1710.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1801.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1036.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4581.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2841.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\321.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1754.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5325.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5495.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\806.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6092.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1651.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6150.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2913.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\423.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5831.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5896.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3989.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6232.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\106.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2809.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3107.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1902.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2604.jpg,Malignant,1
