Class,Filename,Width,Height,Aspect_Ratio,Brightness_Mean,Brightness_Std,Red_Mean,Green_Mean,Blue_Mean,Red_Std,Green_Std,Blue_Std
Benign,2673.jpg,224,224,1.0,150.48154,64.82693,182.85626,137.63919,130.94914,62.518433,60.378265,58.812733
Benign,2674.jpg,224,224,1.0,196.064,19.952234,204.03398,187.84511,196.31287,11.541403,17.368376,25.065472
Benign,2675.jpg,224,224,1.0,162.86562,24.672464,177.60962,139.4713,171.51593,13.592696,20.536207,19.498384
Benign,2676.jpg,224,224,1.0,228.28792,19.435474,241.29074,211.93335,231.63966,14.978866,15.05393,15.311645
Benign,2677.jpg,224,224,1.0,162.3135,43.150715,209.3073,158.37878,119.254425,18.937365,20.502113,27.00018
Benign,2678.jpg,224,224,1.0,205.48792,27.172447,233.00697,191.69073,191.76604,15.335255,17.6376,23.0829
Benign,2679.jpg,224,224,1.0,147.00537,40.712105,197.61046,120.14744,123.258194,14.513901,19.587372,23.064192
Benign,268.jpg,224,224,1.0,191.29291,37.779213,242.70905,161.21446,169.9552,5.752951,10.917041,11.22045
Benign,2680.jpg,224,224,1.0,188.82036,37.103798,227.1332,180.73703,158.5909,18.672066,22.460638,28.808249
Benign,2681.jpg,224,224,1.0,197.06856,45.50274,217.12402,200.08926,173.99239,33.171753,43.446327,47.746128
Benign,2682.jpg,224,224,1.0,117.35703,16.37929,130.24829,114.51879,107.30405,11.905534,13.310166,14.513399
Benign,2683.jpg,224,224,1.0,217.03636,26.26729,242.37625,199.18301,209.54982,12.766853,15.801257,25.304916
Benign,2684.jpg,224,224,1.0,117.056404,44.55274,169.65553,91.01555,90.49812,20.27123,24.402742,28.253954
Benign,2685.jpg,224,224,1.0,200.71042,31.257326,237.33028,190.39232,174.40866,11.070385,13.430584,22.11035
Benign,2686.jpg,224,224,1.0,157.77452,38.76304,198.60551,135.02214,139.69595,21.62318,26.225182,28.995216
Benign,2687.jpg,224,224,1.0,175.74358,35.93133,216.36922,160.96906,149.89247,16.33977,18.517868,26.949465
Benign,2688.jpg,224,224,1.0,194.77513,45.71161,229.14174,199.42683,155.75682,27.40897,36.041965,38.642555
Benign,2689.jpg,224,224,1.0,169.62196,32.465164,206.77011,143.79962,158.29616,9.983444,18.08032,23.67154
Benign,269.jpg,224,224,1.0,161.78462,46.05779,206.12703,131.01901,148.20781,31.636667,31.689262,35.52139
Benign,2690.jpg,224,224,1.0,177.29948,36.759666,223.29312,153.6021,155.00323,12.114022,17.020365,21.05403
Benign,2691.jpg,224,224,1.0,202.79552,34.56515,228.90463,181.2535,198.22841,24.705498,28.134861,31.870262
Benign,2692.jpg,224,224,1.0,210.08984,26.214886,233.79422,193.48495,202.99036,17.31617,19.046503,22.605734
Benign,2693.jpg,224,224,1.0,139.91988,21.19393,150.24599,130.56244,138.95117,14.475469,19.080006,24.058958
Benign,2694.jpg,224,224,1.0,179.07906,39.539246,224.76122,170.18823,142.28769,17.91874,18.896563,22.1897
Benign,2695.jpg,224,224,1.0,167.02315,44.150707,208.99474,167.6229,124.45179,20.948236,30.086021,30.488724
Benign,2696.jpg,224,224,1.0,173.52974,40.77499,216.26694,158.93625,145.38602,23.329048,28.034147,28.742546
Benign,2697.jpg,224,224,1.0,193.79784,41.456074,215.5165,194.12231,171.75468,25.380726,37.974342,45.955193
Benign,2698.jpg,224,224,1.0,147.7814,19.603981,159.84244,130.38214,153.11966,12.467651,14.617904,17.524923
Benign,2699.jpg,224,224,1.0,189.3181,25.751081,204.85089,176.30353,186.79987,11.151553,20.34796,32.155407
Benign,27.jpg,224,224,1.0,165.53688,54.164677,226.60274,139.33598,130.67194,17.78722,33.42466,41.67436
Benign,270.jpg,224,224,1.0,172.83887,50.474113,222.97722,149.333,146.20638,38.81836,35.00199,33.69323
Benign,2700.jpg,224,224,1.0,160.44193,17.790937,169.32385,149.04668,162.95523,13.851943,15.414973,17.464182
Benign,2701.jpg,224,224,1.0,101.015564,48.241535,158.86263,79.89854,64.28554,22.257576,26.294497,25.566212
Benign,2702.jpg,224,224,1.0,190.70883,31.468626,209.9046,184.39812,177.82382,26.868565,28.066078,29.780407
Benign,2703.jpg,224,224,1.0,148.86671,30.091164,171.36374,133.71497,141.52141,24.384634,23.621159,27.824797
Benign,2704.jpg,224,224,1.0,184.0696,38.51584,214.02435,173.70816,164.47629,27.112282,30.250593,37.572475
Benign,2705.jpg,224,224,1.0,223.82674,21.852932,241.52773,204.8423,225.11023,15.553993,15.856121,16.245838
Benign,2706.jpg,224,224,1.0,158.7394,45.479183,215.13513,143.91792,117.16514,15.117439,20.73529,20.445223
Benign,2707.jpg,224,224,1.0,113.64081,24.45045,141.0478,108.59537,91.27926,15.378192,12.564331,11.067209
Benign,2708.jpg,224,224,1.0,204.1846,29.223839,232.09824,185.94937,194.5062,19.947266,21.681301,22.10793
Benign,2709.jpg,224,224,1.0,124.4717,34.50552,161.18411,116.695496,95.53549,24.170021,19.513365,19.009382
Benign,271.jpg,224,224,1.0,197.46754,23.706717,220.65924,184.24149,187.50189,15.510145,17.134462,18.432947
Benign,2710.jpg,224,224,1.0,175.54036,40.249157,194.63397,167.13066,164.85646,35.015514,38.795685,39.741135
Benign,2711.jpg,224,224,1.0,134.50581,20.545137,155.86467,124.886,122.766785,11.746816,15.635559,14.046458
Benign,2712.jpg,224,224,1.0,205.62253,30.561909,237.68425,193.0868,186.09654,15.594879,19.611753,24.655777
Benign,2713.jpg,224,224,1.0,130.92131,42.149353,175.80626,127.10282,89.85483,18.997751,26.544445,23.419788
Benign,2714.jpg,224,224,1.0,185.97241,38.318436,215.89389,170.85982,171.16354,28.31026,31.26954,35.814304
Benign,2715.jpg,224,224,1.0,213.84344,25.03358,244.39389,203.39323,193.74321,9.706297,10.374704,15.219635
Benign,2716.jpg,224,224,1.0,225.25362,24.60074,220.53639,220.23817,234.98627,12.609838,23.066679,31.342916
Benign,2717.jpg,224,224,1.0,165.58684,42.430363,216.19862,146.64238,133.91954,15.486835,22.236362,27.26621
Benign,2718.jpg,224,224,1.0,178.85469,38.37834,223.49179,166.03189,147.04037,17.61014,19.290258,23.820477
Benign,2719.jpg,224,224,1.0,118.181786,40.18202,167.32736,109.106804,78.11117,13.879119,16.859362,16.236305
Benign,272.jpg,224,224,1.0,137.66058,44.559425,183.45021,110.049805,119.48173,28.72004,30.219276,32.07905
Benign,2720.jpg,224,224,1.0,150.40054,32.43469,188.15126,140.38364,122.66673,12.523282,17.323235,20.111681
Benign,2721.jpg,224,224,1.0,189.0464,36.6609,204.14139,193.71413,169.28368,27.732117,35.183105,37.214676
Benign,2722.jpg,224,224,1.0,120.89041,20.905977,146.21745,109.28266,107.1711,8.998226,10.97233,12.058235
Benign,2723.jpg,224,224,1.0,201.02684,29.010796,221.98119,179.82904,201.2703,19.09831,21.628408,28.352327
Benign,2724.jpg,224,224,1.0,161.99455,47.493046,183.9763,164.43294,137.57443,41.984344,44.49676,44.02995
Benign,2725.jpg,224,224,1.0,129.2331,36.91806,171.2557,101.80302,114.64059,21.015287,20.46272,22.298307
Benign,2726.jpg,224,224,1.0,221.97487,37.820026,238.6955,221.34154,205.88756,33.43663,36.99639,35.574432
Benign,2727.jpg,224,224,1.0,224.52519,22.19496,245.25279,210.46909,217.8537,13.436419,15.60123,19.549856
Benign,2728.jpg,224,224,1.0,175.76869,43.317986,210.09328,170.65991,146.55289,32.54544,35.983337,34.892662
Benign,2729.jpg,224,224,1.0,157.4534,58.159378,219.26724,158.97537,94.11761,31.971178,29.636784,20.306536
Benign,273.jpg,224,224,1.0,170.14015,47.795788,222.63742,135.51537,152.26768,14.204691,29.921339,38.496613
Benign,2730.jpg,224,224,1.0,132.88123,23.975914,146.88419,131.87064,119.88883,21.275812,21.379005,21.187368
Benign,2731.jpg,224,224,1.0,109.121025,40.47767,157.45384,103.04767,66.861565,13.682924,18.012648,15.647325
Benign,2732.jpg,224,224,1.0,222.01079,19.142902,233.19936,213.8373,218.99573,16.023932,16.766459,18.983965
Benign,2733.jpg,224,224,1.0,161.37659,44.55589,205.69382,148.99396,129.442,26.81985,29.074625,35.41017
Benign,2734.jpg,224,224,1.0,159.49004,40.551662,198.93993,131.23541,148.29478,22.291052,29.809101,32.678535
Benign,2735.jpg,224,224,1.0,118.08658,49.413197,172.21799,91.054565,90.98718,31.33602,31.652319,30.754833
Benign,2736.jpg,224,224,1.0,192.44568,29.477041,224.7138,178.73126,173.89197,17.973969,18.924816,18.75948
Benign,2737.jpg,224,224,1.0,186.43492,38.719284,232.19751,175.27109,151.8362,19.074127,19.355118,18.525373
Benign,2738.jpg,224,224,1.0,152.42682,46.946945,197.65788,154.70578,104.91677,27.420313,27.726704,27.984915
Benign,2739.jpg,224,224,1.0,194.45326,23.134773,213.78725,189.30028,180.27222,17.62594,17.672588,19.524366
Benign,274.jpg,224,224,1.0,148.39891,32.219177,179.87341,137.95274,127.3706,14.897438,24.27028,27.591484
Benign,2740.jpg,224,224,1.0,213.33325,25.350002,236.77678,194.39777,208.8252,14.536792,17.229477,22.163479
Benign,2741.jpg,224,224,1.0,208.17586,24.853645,231.753,187.98366,204.79091,16.23473,17.563086,17.493364
Benign,2742.jpg,224,224,1.0,111.92718,54.674675,160.5462,110.33229,64.90304,37.577118,44.603542,31.44555
Benign,2743.jpg,224,224,1.0,111.586296,45.000237,164.62903,99.88343,70.24643,19.644632,24.11832,21.16569
Benign,2744.jpg,224,224,1.0,198.48335,33.680103,236.98827,187.96854,170.49327,16.997139,18.201626,20.154696
Benign,2745.jpg,224,224,1.0,141.4151,40.39098,191.06677,132.24413,100.93439,13.702556,16.418406,15.776145
Benign,2746.jpg,224,224,1.0,149.24706,46.240612,201.58488,133.93439,112.22188,24.06673,26.932743,27.666105
Benign,2747.jpg,224,224,1.0,198.02301,28.036816,223.05275,189.02231,181.99399,18.954815,20.25915,24.980793
Benign,2748.jpg,224,224,1.0,144.25685,49.083088,189.27715,145.24799,98.24544,30.98409,33.620777,31.499495
Benign,2749.jpg,224,224,1.0,184.43483,38.030144,214.39464,172.34698,166.56288,27.840767,30.348124,35.77215
Benign,275.jpg,224,224,1.0,178.6437,42.61956,232.44302,149.1886,154.2995,11.250336,18.944721,24.68195
Benign,2750.jpg,224,224,1.0,103.04073,63.311253,154.18399,96.97441,57.963806,31.72494,56.220436,56.332706
Benign,2751.jpg,224,224,1.0,127.20305,39.593197,177.3502,97.469505,106.78942,17.221378,17.459412,16.90916
Benign,2752.jpg,224,224,1.0,128.27203,48.965973,167.98694,107.46429,109.36485,45.210045,36.616253,37.95502
Benign,2753.jpg,224,224,1.0,220.77402,20.194336,242.57689,206.92343,212.82176,9.350146,10.982431,16.88053
Benign,2754.jpg,224,224,1.0,190.8623,35.647415,215.85118,173.43097,183.3048,27.446884,30.375183,33.923733
Benign,2755.jpg,224,224,1.0,178.97363,33.455547,214.13768,161.75098,161.03224,21.48391,22.53943,23.091423
Benign,2756.jpg,224,224,1.0,112.06841,32.99417,151.79584,106.542946,77.86645,10.868287,13.456808,13.713748
Benign,2757.jpg,224,224,1.0,151.50194,24.508125,170.83511,150.11803,133.55266,12.496881,20.73772,22.756437
Benign,2758.jpg,224,224,1.0,131.59676,41.383415,177.42984,118.49284,98.86757,20.021408,27.341366,25.411991
Benign,2759.jpg,224,224,1.0,218.7678,24.475056,242.55547,200.64247,213.10547,13.839884,16.465082,20.199045
Benign,276.jpg,224,224,1.0,166.83325,45.23948,220.86998,140.46445,139.16531,14.119979,25.789076,29.909622
Benign,2760.jpg,224,224,1.0,115.79555,33.76288,126.73168,106.31226,114.34271,35.60018,33.443523,28.675962
Benign,2761.jpg,224,224,1.0,131.56915,39.287548,173.97935,109.55297,111.17514,18.293524,25.667177,30.623917
Benign,2762.jpg,224,224,1.0,216.97977,24.02046,239.10933,198.36528,213.46469,13.123444,15.765086,21.485159
Benign,2763.jpg,224,224,1.0,165.53491,31.788103,207.58783,136.54753,152.4694,8.076401,8.885181,10.385197
Benign,2764.jpg,224,224,1.0,226.36984,20.465391,240.2246,209.3863,229.49861,12.432175,13.528917,20.70561
Benign,2765.jpg,224,224,1.0,163.17244,59.51264,203.96823,135.98244,149.56667,58.069786,47.426743,49.14426
Benign,2766.jpg,224,224,1.0,140.15703,46.19962,188.96161,130.77838,100.73111,21.695189,31.64561,30.113749
Benign,2767.jpg,224,224,1.0,137.07426,36.12926,178.7866,110.59397,121.84223,16.671608,20.56732,23.27816
Benign,2768.jpg,224,224,1.0,210.4552,25.004467,233.73582,198.74576,198.88399,17.797794,18.025637,20.518118
Benign,2769.jpg,224,224,1.0,216.91023,24.905912,244.10643,206.82793,199.79636,12.347478,14.6488495,18.9656
Benign,277.jpg,224,224,1.0,205.55173,36.945427,247.05547,172.50323,197.09648,9.008593,19.427439,27.38721
Benign,2770.jpg,224,224,1.0,217.07135,22.64999,240.08865,202.20871,208.91669,14.5506735,15.294675,16.619997
Benign,2771.jpg,224,224,1.0,179.99655,38.516632,219.56145,167.11229,153.31593,24.440773,25.133934,27.897781
Benign,2772.jpg,224,224,1.0,128.07109,49.553967,177.52339,132.83052,73.859375,24.142065,26.543636,25.928564
Benign,2773.jpg,224,224,1.0,164.33133,43.80579,212.72064,138.9383,141.33504,18.281294,28.398685,33.18116
Benign,2774.jpg,224,224,1.0,212.6154,25.289837,240.78267,199.79764,197.2659,13.421549,14.630086,18.200365
Benign,2775.jpg,224,224,1.0,165.44272,35.98482,198.02118,170.77031,127.536674,20.127268,19.950012,23.55853
Benign,2776.jpg,224,224,1.0,215.53973,24.611675,240.43965,201.19705,204.98253,14.528859,16.108398,20.23517
Benign,2777.jpg,224,224,1.0,146.53738,41.57326,193.63152,118.34036,127.64027,13.324759,27.754341,29.446987
Benign,2778.jpg,224,224,1.0,114.93943,49.261864,175.87007,84.13274,84.81547,17.154325,25.460575,27.724213
Benign,2779.jpg,224,224,1.0,116.1818,21.440374,142.46027,102.47044,103.61469,11.098986,8.904006,11.836781
Benign,278.jpg,224,224,1.0,166.18088,49.959774,222.64426,139.88081,136.01758,18.433352,31.562572,36.909645
Benign,2780.jpg,224,224,1.0,169.15689,39.69784,209.11015,154.16663,144.19386,25.056265,26.453432,30.919758
Benign,2781.jpg,224,224,1.0,209.4156,32.056522,233.85953,190.7222,203.66508,24.270727,26.179731,28.781898
Benign,2782.jpg,224,224,1.0,178.22874,20.513262,189.65802,166.5599,178.4683,16.27527,17.156557,20.88785
Benign,2783.jpg,224,224,1.0,167.43692,38.590805,210.23433,146.73355,145.34288,25.393568,22.02325,24.279598
Benign,2784.jpg,224,224,1.0,191.64328,35.487595,231.09862,183.63277,160.19844,16.365395,18.590803,23.558311
Benign,2785.jpg,224,224,1.0,187.89653,31.580723,225.70496,174.56497,163.41962,15.533295,15.236298,17.671204
Benign,2786.jpg,224,224,1.0,139.99709,43.77437,182.7681,128.78029,108.44288,29.730764,29.86252,31.969563
Benign,2787.jpg,224,224,1.0,223.12407,34.85709,236.51465,226.38612,206.47142,19.916685,29.313082,43.839024
Benign,2788.jpg,224,224,1.0,166.84218,43.971745,205.48303,157.72224,137.32129,34.381332,33.222504,32.664356
Benign,2789.jpg,224,224,1.0,137.93561,21.770538,154.98216,128.91132,129.91339,14.764255,18.746773,20.397676
Benign,279.jpg,224,224,1.0,158.38478,49.94807,215.68842,126.94525,132.52069,20.11394,29.964142,35.226517
Benign,2790.jpg,224,224,1.0,198.37192,28.215601,224.76096,194.6935,175.66132,18.164303,19.297977,21.455128
Benign,2791.jpg,224,224,1.0,212.86852,27.807304,242.21397,204.05978,192.33182,13.819174,16.119383,22.54837
Benign,2792.jpg,224,224,1.0,120.78159,41.364956,172.42645,94.01373,95.90462,21.14409,18.8108,18.157255
Benign,2793.jpg,224,224,1.0,127.04589,24.348862,152.48529,109.858376,118.79398,13.214585,15.622381,18.688217
Benign,2794.jpg,224,224,1.0,151.09668,40.599094,206.12466,124.11835,123.047035,12.529454,9.157859,12.700914
Benign,2795.jpg,224,224,1.0,224.4612,21.728163,246.10005,213.59518,213.68835,11.697579,14.813093,18.91333
Benign,2796.jpg,224,224,1.0,201.32353,32.455685,235.60919,197.03691,171.32446,16.332783,18.150385,21.681602
Benign,2797.jpg,224,224,1.0,224.17058,22.453339,243.14731,204.46835,224.89607,12.519051,14.506754,19.911423
Benign,2798.jpg,224,224,1.0,192.79852,28.65359,225.97832,173.93953,178.47772,15.254988,16.557184,17.163446
Benign,2799.jpg,224,224,1.0,211.85515,23.3972,231.94804,190.30937,213.30803,15.499282,16.087595,16.52854
Benign,28.jpg,224,224,1.0,175.11482,43.84576,214.91473,141.75662,168.6731,26.398022,33.55376,34.732437
Benign,280.jpg,224,224,1.0,207.77727,46.51626,248.61574,183.18082,191.53526,13.374017,34.498722,50.8497
Benign,2800.jpg,224,224,1.0,217.13217,24.371502,244.12292,201.44202,205.83159,13.117804,14.938869,16.86057
Benign,2801.jpg,224,224,1.0,186.61787,24.075665,208.9756,175.2573,175.62071,16.701641,16.960672,20.55323
Benign,2802.jpg,224,224,1.0,203.15784,28.863577,230.03745,196.06915,183.36694,18.772976,20.571417,23.648851
Benign,2803.jpg,224,224,1.0,138.41568,43.330486,187.09776,124.28733,103.861946,17.974031,28.26918,27.328825
Benign,2804.jpg,224,224,1.0,116.956024,48.031902,175.01701,90.60035,85.25068,20.943699,26.541004,26.59319
Benign,2805.jpg,224,224,1.0,198.38503,27.549675,219.9114,188.59831,186.64536,20.248,21.813673,26.346743
Benign,2806.jpg,224,224,1.0,109.11499,38.822327,152.46886,97.62263,77.25349,25.169388,21.10103,20.3956
Benign,2807.jpg,224,224,1.0,228.4265,20.79376,246.18478,211.04846,228.04626,11.499366,13.850112,18.856907
Benign,2808.jpg,224,224,1.0,153.55554,27.89401,182.74792,140.8382,137.08047,18.55003,18.607277,18.93513
Benign,2809.jpg,224,224,1.0,212.92043,27.086275,236.58582,192.84447,209.331,20.01645,20.577126,20.023579
Benign,281.jpg,224,224,1.0,136.67062,61.53321,196.54881,109.72838,103.734695,40.354183,47.73369,45.342987
Benign,2810.jpg,224,224,1.0,203.6904,29.65992,229.85938,190.44731,190.76453,18.984173,21.086485,28.404593
Benign,2811.jpg,224,224,1.0,170.08476,66.03792,204.20541,149.24889,156.80002,63.97084,58.770016,61.335136
Benign,2812.jpg,224,224,1.0,122.76299,41.735542,170.67322,113.12909,84.48669,18.08123,23.960197,21.708708
Benign,2813.jpg,224,224,1.0,175.04774,48.54685,194.39667,180.69519,150.05136,38.18533,47.92194,47.79816
Benign,2814.jpg,224,224,1.0,137.10384,45.13428,182.187,127.59003,101.53448,22.487467,33.08223,33.51128
Benign,2815.jpg,224,224,1.0,185.86641,46.976475,207.57007,186.73607,163.29309,27.670427,43.25903,54.790615
Benign,2816.jpg,224,224,1.0,180.03702,33.445103,187.04425,175.91098,177.15585,18.935705,32.681496,43.065727
Benign,2817.jpg,224,224,1.0,147.57109,37.091404,183.31133,140.77534,118.62657,11.228716,24.551058,35.173096
Benign,2818.jpg,224,224,1.0,116.36849,39.737823,166.90755,98.0042,84.193695,15.126687,16.890478,17.21971
Benign,2819.jpg,224,224,1.0,165.97722,39.507824,195.58783,146.59102,155.75279,32.093933,32.599064,35.1103
Benign,282.jpg,224,224,1.0,178.94986,49.788006,241.72885,150.48886,144.63188,11.8733015,23.337458,28.670025
Benign,2820.jpg,224,224,1.0,213.11078,24.241968,239.89049,198.27168,201.17018,13.99366,15.419882,15.795396
Benign,2821.jpg,224,224,1.0,157.73279,22.838953,172.85275,145.66873,154.67688,15.01377,19.084967,24.3251
Benign,2822.jpg,224,224,1.0,113.84205,27.805922,135.87671,100.788246,104.86119,16.73293,20.517845,29.69766
Benign,2823.jpg,224,224,1.0,202.19366,33.424973,236.10123,192.89343,177.58633,19.116209,22.366869,25.38194
Benign,2824.jpg,224,224,1.0,136.1436,64.10836,190.49055,135.31213,82.62813,39.017174,51.986103,47.818016
Benign,2825.jpg,224,224,1.0,173.43036,55.510868,194.03615,177.04594,149.20898,40.65799,55.18528,59.342525
Benign,2826.jpg,224,224,1.0,123.336044,30.745642,156.76295,118.279175,94.96602,15.607324,18.425734,17.464203
Benign,2827.jpg,224,224,1.0,198.29158,28.412254,227.76228,189.0758,178.03667,18.024519,18.249147,20.003502
Benign,2828.jpg,224,224,1.0,119.81994,36.824448,154.66673,109.664085,95.129005,14.446537,30.029156,32.102726
Benign,2829.jpg,224,224,1.0,209.51422,27.657871,240.69629,195.06549,192.78088,14.359573,15.936756,19.328854
Benign,283.jpg,224,224,1.0,160.321,34.267033,201.12376,145.04088,134.79837,11.630383,18.608036,22.167799
Benign,2830.jpg,224,224,1.0,113.78587,40.52763,132.85829,104.636,103.863304,22.341621,37.040527,50.103725
Benign,2831.jpg,224,224,1.0,209.61949,29.965893,236.57617,195.72545,196.55684,16.261227,21.12343,29.881388
Benign,2832.jpg,224,224,1.0,145.73128,42.34867,197.41241,123.27483,116.5066,17.358686,22.987383,22.829218
Benign,2833.jpg,224,224,1.0,219.3801,24.328426,239.40384,199.08696,219.64952,14.485167,16.407362,21.994566
Benign,2834.jpg,224,224,1.0,178.73682,56.21092,206.7669,161.13197,168.3116,57.190964,50.560516,49.472507
Benign,2835.jpg,224,224,1.0,124.17432,59.75211,138.61508,98.56192,135.34596,61.8318,50.27889,58.055756
Benign,2836.jpg,224,224,1.0,147.62433,45.02243,195.75528,116.115814,131.00194,21.39673,30.395832,33.371418
Benign,2837.jpg,224,224,1.0,193.50845,28.57182,225.30672,179.65031,175.56831,16.302404,17.518988,18.74398
Benign,2838.jpg,224,224,1.0,131.03932,40.181614,178.06413,100.81453,114.239296,17.51947,23.300133,24.22285
Benign,2839.jpg,224,224,1.0,225.35313,20.60665,246.35226,209.92987,219.77728,12.569227,14.529837,13.959574
Benign,284.jpg,224,224,1.0,124.60991,56.16841,190.85266,93.76692,89.21016,26.189056,32.501358,33.614452
Benign,2840.jpg,224,224,1.0,173.64285,39.834625,204.34972,153.09698,163.48189,29.261786,31.892103,37.666218
Benign,2841.jpg,224,224,1.0,200.44109,28.793226,233.38397,181.66269,186.27663,17.189266,16.997051,16.256859
Benign,2842.jpg,224,224,1.0,210.00122,43.478073,244.46399,206.6305,178.90918,20.717459,37.05103,41.270786
Benign,2843.jpg,224,224,1.0,121.80978,35.738148,165.02754,108.759705,91.64208,14.005904,18.336662,18.737053
Benign,2844.jpg,224,224,1.0,172.52731,15.909265,187.43579,165.48459,164.66158,11.985725,11.276411,12.440525
Benign,2845.jpg,224,224,1.0,154.70358,41.860313,199.49811,127.793724,136.8189,22.856306,27.290663,30.644976
Benign,2846.jpg,224,224,1.0,191.75261,36.341564,220.98514,172.25905,182.01363,28.086315,28.990553,31.677242
Benign,2847.jpg,224,224,1.0,99.12397,46.401596,152.65657,87.78516,56.930187,25.791698,24.676521,20.262249
Benign,2848.jpg,224,224,1.0,97.82282,33.973427,131.4383,89.96148,72.068695,18.811539,26.115265,23.908655
Benign,2849.jpg,224,224,1.0,169.9232,40.410828,218.77116,156.00447,134.99399,17.986534,19.570509,19.816137
Benign,285.jpg,224,224,1.0,150.52272,46.048843,182.39139,136.46732,132.70944,27.471306,42.237984,47.877853
Benign,2850.jpg,224,224,1.0,193.41068,29.236614,223.83595,174.8936,181.50247,19.849937,20.48173,18.4508
Benign,2851.jpg,224,224,1.0,176.76828,33.276955,197.20573,163.34132,169.7578,28.852566,29.649694,31.03825
Benign,2852.jpg,224,224,1.0,200.36714,35.260902,239.62263,188.63933,172.83943,16.374187,21.119497,24.073565
Benign,2853.jpg,224,224,1.0,128.58223,36.25592,173.2744,104.240295,108.232,14.406803,16.577393,21.37892
Benign,2854.jpg,224,224,1.0,191.19826,32.525845,228.65924,175.96873,168.96681,19.3317,18.473495,18.14682
Benign,2855.jpg,224,224,1.0,160.28038,47.568893,181.6354,157.76509,141.44067,43.366203,45.342705,45.105564
Benign,2856.jpg,224,224,1.0,212.87155,26.381897,239.13489,202.7572,196.72258,15.610048,17.533281,22.001625
Benign,2857.jpg,224,224,1.0,176.35289,41.315563,202.68175,181.35728,145.01964,25.038893,34.3359,40.187088
Benign,2858.jpg,224,224,1.0,110.856064,48.613857,151.48666,103.73541,77.34612,33.386158,42.69435,36.441906
Benign,2859.jpg,224,224,1.0,219.22603,22.458204,227.64777,202.84836,227.18196,17.940273,20.272392,19.438074
Benign,286.jpg,224,224,1.0,162.17467,53.062637,220.353,125.10056,141.07043,19.73964,35.614033,39.803543
Benign,2860.jpg,224,224,1.0,132.32814,42.19184,178.44244,105.70074,112.84124,18.4302,28.716333,30.997862
Benign,2861.jpg,224,224,1.0,170.33487,36.037952,205.1253,163.18452,142.69478,12.25884,23.146854,34.419025
Benign,2862.jpg,224,224,1.0,209.55974,24.004387,231.94386,191.84074,204.89459,16.17269,17.480558,18.020287
Benign,2863.jpg,224,224,1.0,223.01341,22.420393,243.0787,204.27612,221.68541,12.815182,15.210474,18.893637
Benign,2864.jpg,224,224,1.0,102.306404,57.53967,174.00038,90.32589,42.592934,18.814018,19.906424,18.246946
Benign,2865.jpg,224,224,1.0,206.46675,31.507051,238.23175,197.48314,183.68535,15.523938,18.07837,28.311668
Benign,2866.jpg,224,224,1.0,187.9023,32.158203,219.96837,192.91606,150.82248,16.221893,15.0751295,13.555714
Benign,2867.jpg,224,224,1.0,165.24442,42.415157,212.79544,145.64247,137.29533,24.981197,25.057308,26.808975
Benign,2868.jpg,224,224,1.0,187.372,33.232914,214.13692,173.57242,174.40665,23.51345,26.222609,31.589293
Benign,2869.jpg,224,224,1.0,143.83516,34.342197,186.56047,130.49068,114.454384,14.311505,15.304603,15.243098
Benign,287.jpg,224,224,1.0,155.57408,38.169468,201.77296,122.19557,142.75375,16.33087,18.341658,18.835835
Benign,2870.jpg,224,224,1.0,150.92767,43.666767,202.22267,121.5911,128.96921,23.67901,24.617004,24.07657
Benign,2871.jpg,224,224,1.0,220.91837,22.730263,245.18483,204.94206,212.6282,12.472036,14.438632,16.526901
Benign,2872.jpg,224,224,1.0,206.78423,32.28702,231.45018,187.1112,201.79128,20.750614,26.099611,31.546968
Benign,2873.jpg,224,224,1.0,144.73453,54.804848,179.05458,141.71016,113.438835,40.889957,51.07828,50.629047
Benign,2874.jpg,224,224,1.0,213.47224,25.199371,231.40604,196.89833,212.11237,16.860765,18.945818,25.761038
Benign,2875.jpg,224,224,1.0,85.7389,46.98345,147.3765,54.876812,54.96339,20.419,16.29436,15.527349
Benign,2876.jpg,224,224,1.0,140.88322,38.736313,175.25932,140.43225,106.958084,27.918676,26.51887,26.190994
Benign,2877.jpg,224,224,1.0,152.3437,36.204212,193.75064,128.34998,134.93053,18.243582,20.995981,23.77233
Benign,2878.jpg,224,224,1.0,129.54597,42.20544,168.36777,98.10899,122.16117,20.579306,30.395086,38.033905
Benign,2879.jpg,224,224,1.0,161.28506,41.097633,203.9082,160.65854,119.288445,20.996696,23.066183,22.656023
Benign,288.jpg,224,224,1.0,148.93141,47.55501,204.52199,116.69059,125.58165,16.160522,28.326431,32.34029
Benign,2880.jpg,224,224,1.0,146.1146,34.722565,167.55469,146.16557,124.62353,18.53808,30.227583,37.921715
Benign,2881.jpg,224,224,1.0,179.72888,48.532696,229.54741,163.76501,145.87422,19.722063,34.307007,40.21775
Benign,2882.jpg,224,224,1.0,115.20012,48.9944,173.5351,103.44766,68.61761,16.843504,28.874905,19.309832
Benign,2883.jpg,224,224,1.0,205.17818,29.956287,240.25801,191.39806,183.87846,15.425563,15.696078,18.266323
Benign,2884.jpg,224,224,1.0,171.08536,47.878048,187.48376,172.41635,153.35594,35.492744,46.702137,53.39557
Benign,2885.jpg,224,224,1.0,123.59431,23.972605,143.99799,115.49926,111.2857,17.963146,18.158518,20.935835
