Class,Filename,Variable,Value,Q1,Q3,IQR,Lower_Bound,Upper_Bound
Malignant,3387.jpg,Brightness_Mean,59.037727,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3394.jpg,Brightness_Mean,61.900166,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3420.jpg,Brightness_Mean,68.66532,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3439.jpg,Brightness_Mean,40.340675,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3457.jpg,Brightness_Mean,50.354992,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3462.jpg,Brightness_Mean,66.36936,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3489.jpg,Brightness_Mean,56.88927,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3496.jpg,Brightness_Mean,57.681496,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3513.jpg,Brightness_Mean,59.309765,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3534.jpg,Brightness_Mean,48.614983,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3541.jpg,Brightness_Mean,61.24824,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3542.jpg,Brightness_Mean,56.407497,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3554.jpg,Brightness_Mean,67.78222,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3556.jpg,Brightness_Mean,65.98642,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3569.jpg,Brightness_Mean,50.325188,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3571.jpg,Brightness_Mean,68.21602,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3580.jpg,Brightness_Mean,54.412262,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3583.jpg,Brightness_Mean,54.97455,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3606.jpg,Brightness_Mean,67.639725,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3613.jpg,Brightness_Mean,65.415,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3615.jpg,Brightness_Mean,65.59366,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3619.jpg,Brightness_Mean,66.76627,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3631.jpg,Brightness_Mean,68.09335,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3637.jpg,Brightness_Mean,64.13134,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3642.jpg,Brightness_Mean,48.604736,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3646.jpg,Brightness_Mean,48.90504,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3659.jpg,Brightness_Mean,51.905174,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3660.jpg,Brightness_Mean,68.91368,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3689.jpg,Brightness_Mean,59.702793,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,369.jpg,Brightness_Mean,219.7852,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3698.jpg,Brightness_Mean,46.020905,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3714.jpg,Brightness_Mean,61.246292,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3718.jpg,Brightness_Mean,55.968544,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3723.jpg,Brightness_Mean,52.966644,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3752.jpg,Brightness_Mean,57.48863,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3760.jpg,Brightness_Mean,51.260517,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3763.jpg,Brightness_Mean,53.559895,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3767.jpg,Brightness_Mean,57.300404,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3779.jpg,Brightness_Mean,50.944023,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3797.jpg,Brightness_Mean,56.55791,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3803.jpg,Brightness_Mean,54.332535,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3816.jpg,Brightness_Mean,52.503296,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3861.jpg,Brightness_Mean,53.684643,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3871.jpg,Brightness_Mean,64.96081,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3877.jpg,Brightness_Mean,64.60261,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3883.jpg,Brightness_Mean,65.014595,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3892.jpg,Brightness_Mean,68.92716,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3905.jpg,Brightness_Mean,63.632187,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3907.jpg,Brightness_Mean,68.43639,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3927.jpg,Brightness_Mean,38.219772,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3959.jpg,Brightness_Mean,59.631744,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3964.jpg,Brightness_Mean,62.695965,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,3992.jpg,Brightness_Mean,58.27076,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4012.jpg,Brightness_Mean,62.34726,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4026.jpg,Brightness_Mean,59.04496,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4027.jpg,Brightness_Mean,59.28426,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4037.jpg,Brightness_Mean,54.82041,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4039.jpg,Brightness_Mean,67.4341,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4042.jpg,Brightness_Mean,53.32526,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4048.jpg,Brightness_Mean,61.87265,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4085.jpg,Brightness_Mean,59.11107,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4091.jpg,Brightness_Mean,60.833355,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4095.jpg,Brightness_Mean,55.888992,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4115.jpg,Brightness_Mean,51.01893,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4136.jpg,Brightness_Mean,51.87417,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4139.jpg,Brightness_Mean,64.09696,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4140.jpg,Brightness_Mean,57.877563,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4151.jpg,Brightness_Mean,58.98393,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4171.jpg,Brightness_Mean,53.16357,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4172.jpg,Brightness_Mean,55.994274,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4183.jpg,Brightness_Mean,59.683773,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4184.jpg,Brightness_Mean,55.486473,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4190.jpg,Brightness_Mean,64.045296,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4199.jpg,Brightness_Mean,55.692238,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4203.jpg,Brightness_Mean,64.66517,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4220.jpg,Brightness_Mean,47.06114,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4249.jpg,Brightness_Mean,57.587803,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4271.jpg,Brightness_Mean,59.782425,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4301.jpg,Brightness_Mean,61.83726,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4312.jpg,Brightness_Mean,62.876602,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4318.jpg,Brightness_Mean,60.88208,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4331.jpg,Brightness_Mean,53.282898,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4340.jpg,Brightness_Mean,57.856174,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4359.jpg,Brightness_Mean,60.274147,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4382.jpg,Brightness_Mean,68.81292,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4408.jpg,Brightness_Mean,54.040012,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4425.jpg,Brightness_Mean,63.461456,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4452.jpg,Brightness_Mean,215.40076,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4456.jpg,Brightness_Mean,68.257225,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4471.jpg,Brightness_Mean,55.46586,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4474.jpg,Brightness_Mean,60.461807,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4487.jpg,Brightness_Mean,57.061596,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4517.jpg,Brightness_Mean,67.05855,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4537.jpg,Brightness_Mean,57.186684,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4545.jpg,Brightness_Mean,53.603237,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4567.jpg,Brightness_Mean,63.813736,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4615.jpg,Brightness_Mean,56.265465,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4627.jpg,Brightness_Mean,54.19912,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4635.jpg,Brightness_Mean,48.925953,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4687.jpg,Brightness_Mean,66.5626,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4703.jpg,Brightness_Mean,54.77969,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4716.jpg,Brightness_Mean,52.90443,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4719.jpg,Brightness_Mean,51.223812,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4722.jpg,Brightness_Mean,47.555084,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4740.jpg,Brightness_Mean,65.36361,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4758.jpg,Brightness_Mean,55.23656,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4785.jpg,Brightness_Mean,55.58858,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4791.jpg,Brightness_Mean,43.185375,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4793.jpg,Brightness_Mean,67.935356,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4800.jpg,Brightness_Mean,57.542908,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4807.jpg,Brightness_Mean,62.949684,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4847.jpg,Brightness_Mean,52.182884,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4851.jpg,Brightness_Mean,56.08528,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4877.jpg,Brightness_Mean,63.86915,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4881.jpg,Brightness_Mean,60.814014,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4883.jpg,Brightness_Mean,38.729374,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4885.jpg,Brightness_Mean,42.99133,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4902.jpg,Brightness_Mean,59.538292,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4915.jpg,Brightness_Mean,56.082504,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4929.jpg,Brightness_Mean,62.678173,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4933.jpg,Brightness_Mean,53.95025,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4957.jpg,Brightness_Mean,50.4284,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,4959.jpg,Brightness_Mean,216.77522,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5008.jpg,Brightness_Mean,66.050606,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5019.jpg,Brightness_Mean,58.692677,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5038.jpg,Brightness_Mean,51.548935,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5048.jpg,Brightness_Mean,61.45266,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5064.jpg,Brightness_Mean,56.27023,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5071.jpg,Brightness_Mean,64.20016,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5075.jpg,Brightness_Mean,58.386585,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5078.jpg,Brightness_Mean,65.312935,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5099.jpg,Brightness_Mean,53.67638,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5105.jpg,Brightness_Mean,49.039196,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5119.jpg,Brightness_Mean,223.65479,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5128.jpg,Brightness_Mean,51.4178,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5129.jpg,Brightness_Mean,62.981785,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5132.jpg,Brightness_Mean,219.19403,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5133.jpg,Brightness_Mean,62.694855,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5134.jpg,Brightness_Mean,69.037895,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5137.jpg,Brightness_Mean,68.42892,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5149.jpg,Brightness_Mean,64.68844,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5161.jpg,Brightness_Mean,54.57121,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5168.jpg,Brightness_Mean,42.36589,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5195.jpg,Brightness_Mean,66.41695,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5197.jpg,Brightness_Mean,64.05266,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,52.jpg,Brightness_Mean,221.49602,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5204.jpg,Brightness_Mean,214.58487,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5216.jpg,Brightness_Mean,49.06015,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5229.jpg,Brightness_Mean,63.618324,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5233.jpg,Brightness_Mean,54.506874,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5252.jpg,Brightness_Mean,54.848335,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5274.jpg,Brightness_Mean,50.027515,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5284.jpg,Brightness_Mean,56.381622,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5291.jpg,Brightness_Mean,221.87323,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5381.jpg,Brightness_Mean,36.03486,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5406.jpg,Brightness_Mean,64.77351,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5415.jpg,Brightness_Mean,214.34206,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5427.jpg,Brightness_Mean,213.1346,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5433.jpg,Brightness_Mean,53.66124,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5455.jpg,Brightness_Mean,217.46841,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5459.jpg,Brightness_Mean,218.83759,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5511.jpg,Brightness_Mean,66.38235,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5534.jpg,Brightness_Mean,66.10279,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5557.jpg,Brightness_Mean,58.772266,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,5565.jpg,Brightness_Mean,41.18603,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,622.jpg,Brightness_Mean,218.0671,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,623.jpg,Brightness_Mean,217.45506,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,635.jpg,Brightness_Mean,214.11322,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,636.jpg,Brightness_Mean,214.14664,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,658.jpg,Brightness_Mean,213.67622,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,777.jpg,Brightness_Mean,64.20623,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,797.jpg,Brightness_Mean,69.66248,123.36917,159.00376,35.63459,69.91728499999999,212.455645
Malignant,1125.jpg,Red_Mean,49.714943,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1372.jpg,Red_Mean,72.61986,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1428.jpg,Red_Mean,63.024593,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1553.jpg,Red_Mean,69.647,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1581.jpg,Red_Mean,42.416695,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1583.jpg,Red_Mean,77.68232,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1584.jpg,Red_Mean,76.09072,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1587.jpg,Red_Mean,62.572285,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1593.jpg,Red_Mean,74.39007,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1597.jpg,Red_Mean,67.94352,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1626.jpg,Red_Mean,72.8574,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1632.jpg,Red_Mean,60.35505,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1634.jpg,Red_Mean,39.23814,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1646.jpg,Red_Mean,66.49,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1647.jpg,Red_Mean,63.24404,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1653.jpg,Red_Mean,75.22016,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1663.jpg,Red_Mean,68.42349,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1664.jpg,Red_Mean,60.43176,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1676.jpg,Red_Mean,58.77266,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1721.jpg,Red_Mean,63.951054,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1728.jpg,Red_Mean,64.45978,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1729.jpg,Red_Mean,72.20384,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1733.jpg,Red_Mean,65.46096,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1734.jpg,Red_Mean,71.125595,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1755.jpg,Red_Mean,62.300182,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1757.jpg,Red_Mean,52.606285,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1763.jpg,Red_Mean,62.481884,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1766.jpg,Red_Mean,62.359795,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1774.jpg,Red_Mean,70.618805,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1775.jpg,Red_Mean,68.73975,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1793.jpg,Red_Mean,55.747528,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1799.jpg,Red_Mean,78.22897,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1814.jpg,Red_Mean,53.31579,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1839.jpg,Red_Mean,70.76455,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1841.jpg,Red_Mean,74.92478,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1846.jpg,Red_Mean,67.981384,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1850.jpg,Red_Mean,70.62486,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1863.jpg,Red_Mean,55.7104,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1868.jpg,Red_Mean,73.37077,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1871.jpg,Red_Mean,59.39128,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1890.jpg,Red_Mean,68.26319,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1891.jpg,Red_Mean,60.657585,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1893.jpg,Red_Mean,62.237682,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1899.jpg,Red_Mean,76.91448,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1914.jpg,Red_Mean,61.236366,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1925.jpg,Red_Mean,59.304787,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1927.jpg,Red_Mean,60.676975,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1931.jpg,Red_Mean,62.12506,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1932.jpg,Red_Mean,71.598236,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,1942.jpg,Red_Mean,61.16675,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2128.jpg,Red_Mean,63.108875,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2288.jpg,Red_Mean,48.972816,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2515.jpg,Red_Mean,79.16933,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2647.jpg,Red_Mean,69.65607,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2651.jpg,Red_Mean,70.030075,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2664.jpg,Red_Mean,73.00973,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2668.jpg,Red_Mean,64.704895,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2671.jpg,Red_Mean,81.84238,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2678.jpg,Red_Mean,75.79785,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2685.jpg,Red_Mean,45.60495,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2686.jpg,Red_Mean,71.71373,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2716.jpg,Red_Mean,54.927338,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2745.jpg,Red_Mean,64.0101,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2763.jpg,Red_Mean,74.45886,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2780.jpg,Red_Mean,57.226322,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2781.jpg,Red_Mean,77.90639,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2783.jpg,Red_Mean,77.960556,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2797.jpg,Red_Mean,72.02069,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2819.jpg,Red_Mean,75.81846,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2837.jpg,Red_Mean,71.39174,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2845.jpg,Red_Mean,82.08259,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2850.jpg,Red_Mean,60.589207,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2855.jpg,Red_Mean,82.06615,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2863.jpg,Red_Mean,74.07055,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2868.jpg,Red_Mean,70.65452,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2870.jpg,Red_Mean,63.38032,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2878.jpg,Red_Mean,53.231304,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2881.jpg,Red_Mean,65.020546,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2882.jpg,Red_Mean,81.70853,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
Malignant,2886.jpg,Red_Mean,71.64754,144.205635,185.383055,41.17742000000001,82.43950499999998,247.14918500000005
